ten_san_pham,gia_ban,gia_ban_so,gia_goc,gia_goc_so,link,hinh_anh,danh_muc,thoi_gian_cao,thong_so
Điện thoại Nothing Phone (3a) Plus (Dimensity 7350 Pro),7.950.000 ₫,7950000,,0,https://mobilecity.vn/dien-thoai/nothing-phone-3a-plus.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/12/nothing-phone-3a-plus-minh-hoa.jpg.webp,OnePlus,2026-04-27 11:56:38,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, HDR10+ 6.7 inches, Full HD+ (1080 x 2412 pixels) Always-on display | Hệ điều hành: Android 15, Nothing OS | Camera sau: 50 MP (góc rộng), PDAF, OIS 50 MP (góc siêu rộng) Quay phim: 4K, 1080p | Camera trước: 50 MP (góc rộng) Quay phim: 4K, 1080p | Bộ nhớ trong: 128-256GB | Thẻ SIM:  | Dung lượng pin: 5000 mAh Sạc nhanh 50W | Thiết kế: "
Điện thoại Honor WIN RT (Snapdragon 8 Elite - Pin 10000mAh),12.950.000 ₫,12950000,,0,https://mobilecity.vn/dien-thoai/honor-win-rt-pin-10000mah.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/12/honor-win-rt-pin-10000mah-111-1-den.jpg,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED 185Hz, 4320Hz PWM, HDR Vivid, 1600 nits (HBM), 6000 nits (peak) 6.83 inches, 1.5K (1272 x 2800 pixels) | Hệ điều hành: Android 16, MagicOS 10 | Camera sau: 50 MP (góc rộng) 12 MP (góc siêu rộng) Quay phim: 4K, 1080p | Camera trước: 50 MP (góc rộng) Quay phim: 1080p | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 Nano SIM | Dung lượng pin: Si/C Li-Ion 10.000 mAh Sạc nhanh có dây 100W Sạc nhanh không dây 80W Sạc ngược có dây 27W | Thiết kế: Khung nhôm phẳng Mặt lưng phẳng + Quạt tản nhiệt"
Điện thoại Honor WIN 5G (Snapdragon 8 Elite Gen 5 - Pin 10.000mAh),15.950.000 ₫,15950000,,0,https://mobilecity.vn/dien-thoai/honor-win-5g-pin-khung.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/12/honor-win-xanh-mobilecity.jpg,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED 185Hz, 4320Hz PWM, HDR Vivid, 1600 nits (HBM), 6000 nits (peak) 6.83 inches, 1.5K (2800x1272 pixels) | Hệ điều hành: Android 16, MagicOS 10 | Camera sau: 50 MP (góc rộng) 50 MP (tele) 12 MP (góc siêu rộng) Quay phim: 4K, 1080p | Camera trước: 50 MP (góc rộng) Quay phim: 4K | Bộ nhớ trong: 256GB-1TGB | Thẻ SIM: 2 Nano SIM | Dung lượng pin: Si/C Li-Ion 10.000 mAh Sạc nhanh 100W | Thiết kế: Khung kim loại phẳng Mặt lưng kính cong nhẹ Có quạt tản nhiệt Hỗ trợ kháng nước IP68/IP69"
Điện thoại Honor X5c Plus (Helio G81 - Pin 5200mAh),2.350.000 ₫,2350000,,0,https://mobilecity.vn/dien-thoai/honor-x5c-plus-gia-re.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/10/honor-x5c-plus-xanh.jpg,Honor,2026-04-27 11:58:02,"Màn hình: TFT LCD, 90Hz 6.74 inches, HD+ (720 x 1600 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~260 ppi | Hệ điều hành: Android 15, MagicOS 9 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF Cảm biến phụ Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Po 5260 mAh Sạc nhanh 15W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Cảm biến vân tay cạnh bên"
Điện thoại Honor Play 10C 5G (Dimensity 6300 - Pin 6000mAh),2.450.000 ₫,2450000,,0,https://mobilecity.vn/dien-thoai/honor-play-10c-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/08/honor-play-10c-xanh.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: TFT LCD, 120Hz, 1010 nits (HBM) 6.61 inches, HD+ (720 x 1604 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~266 ppi | Hệ điều hành: Android 15, MagicOS 9.0 | Camera sau: 13 MP, f/1.8 (góc rộng) Zoom kỹ thuật số 10x Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2 (góc rộng) Nhận dạng khuôn mặt Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 6000 mAh Sạc nhanh 15W Sạc ngược 2.5W (dây) | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Màn hình đục lỗ phẳng Cảm biến vân tay cạnh bên Kháng nước, bụi IP64"
Điện thoại Honor X6c Chính hãng (Camera 50MP),3.950.000 ₫,3950000,,0,https://mobilecity.vn/dien-thoai/honor-x6c-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/07/honor-x6c-den.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: TFT LCD, 120Hz, 1010 nits (peak) 6.61 inches, HD+ (720 x 1604 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~266 ppi | Hệ điều hành: Android 15, Magic OS 9 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF QVGA (depth) Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Po 5300 mAh Sạc nhanh 35W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Kháng nước, bụi IP64 Chống rơi từ độ cao 1.5m Cảm biến vân tay cạnh bên"
Điện thoại Honor 400 Smart 5G (Snapdragon 6S Gen 3 - Pin 6500mAh),4.250.000 ₫,4250000,,0,https://mobilecity.vn/dien-thoai/honor-400-smart-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/08/honor-400-smart-den.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: TFT LCD, 120Hz, 700 nits (peak) 6.77 inches, HD+ (720 x 1610 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~286 ppi Scratch-resistant glass | Hệ điều hành: Android 15, Magic OS 9 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF 2 MP, f/2.4 (độ sâu) Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.2 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Po 6500 mAh Sạc nhanh 35W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Kháng nước, bụi IP64 Cảm biến vân tay cạnh bên"
Điện thoại Honor Play 70 Plus 5G (Snapdragon 6s Gen 3),4.450.000 ₫,4450000,4.490.000₫,4490000,https://mobilecity.vn/dien-thoai/honor-play-70-plus-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/08/honor-play-70-plus-xanh.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: TFT LCD, 120Hz, 850 nits (HBM) 6.77 inches, HD+ (720 x 1610 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~261 ppi | Hệ điều hành: Android 15, MagicOS 9.0 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF Quay phim: 1080p | Camera trước: 5 MP, f/2.2 (góc rộng) Quay phim: 1080p | Bộ nhớ trong: 256-512GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Ion 7000mAh Sạc nhanh 45W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Màn hình đục lỗ phẳng Kháng nước, bụi IP65 Cảm biến vân tay cạnh bên"
Điện thoại Honor X70 5G (Pin 8300mAh - Sạc không dây 80W),5.150.000 ₫,5150000,,0,https://mobilecity.vn/dien-thoai/honor-x70-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/07/honor-x70-nau.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, 3840Hz PWM, HDR, 800 nits (typ), 1800 nits (HBM), 6000 nits (peak) 6.79 inches, 1.5K (1200 x 2640 pixels) Mật độ điểm ảnh ~427 ppi | Hệ điều hành: Android 15, Magic OS 9 | Camera sau: 50 MP, f/1.9 (góc rộng), PDAF, OIS Zoom kỹ thuật số 10x Quay phim: 4K@30fps, 1080p@30fps, gyro-EIS | Camera trước: 8 MP, f/2.0 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-512GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 8300 mAh Sạc nhanh 80W Sạc ngược 5W (dây) Sạc không dây 80W (chỉ hỗ trợ ở bản 512GB) Sạc ngược không dây (chỉ hỗ trợ ở bản 512GB) | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa giả kính/giả da phẳng Kháng nước, bụi IP68/IP69K Chống rơi ở độ cao tới 2.5m"
Điện thoại Honor X7d Chính hãng (Camera 108MP - Pin 6500mAh),5.450.000 ₫,5450000,,0,https://mobilecity.vn/dien-thoai/honor-x7d-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/08/honor-x7d-vang.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: TFT LCD, 120Hz 6.77 inches, HD+ (720 x 1610 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~261 ppi | Hệ điều hành: Android 15, MagicOS 9 | Camera sau: 108 MP, f/1.8, 24mm (góc rộng), 1/1.67"", 0.64µm, PDAF 2 MP, f/2.4 (độ sâu) Quay phim: 1080p@30fps | Camera trước: 8 MP, f/2.0 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-256GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Po 6500 mAh Sạc nhanh 35W | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng Kháng nước, bụi IP65 Cảm biến vân tay cạnh bên"
Điện thoại Honor X8d Chính hãng (Pin 7000 mAh),5.550.000 ₫,5550000,,0,https://mobilecity.vn/dien-thoai/honor-x8d-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/03/honor-x8d-chinh-hang-2.jpg,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED, 120Hz, 1200 nits (HBM), 2800 nits (peak) 6.7 inches, Full HD+ (1080 x 2412 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~394 ppi | Hệ điều hành: Android 16, MagicOS 10 | Camera sau: 108 MP, f/1.8, 24mm (góc rộng), 1/1.67"", PDAF, OIS 5 MP, f/2.2 (góc siêu rộng) Quay phim: 1080p@30fps, gyro-EIS | Camera trước: 16 MP, f/2.1 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128-512GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Li-Po 5000 mAh Sạc nhanh 35W | Thiết kế: Khung nhựa phẳng Mặt lưng phẳng (nhựa/da tổng hợp) Kháng nước, bụi IP64 Chống rơi vỡ từ độ cao 1.8m Cảm biến vân tay quang học dưới màn hình"
Điện thoại Honor Power 5G (Pin 8000mAh - Snapdragon 7 Gen 3),6.050.000 ₫,6050000,7.050.000₫,7050000,https://mobilecity.vn/dien-thoai/honor-power-5g-pin-khung.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/04/honor-power-5g-den.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, HDR, 4000 nits (peak) 6.78 inches, 1.5K (1224 x 2700 pixels) Mật độ điểm ảnh ~437 ppi | Hệ điều hành: Android 15, MagicOS 9 | Camera sau: 50 MP, f/2.0 (góc rộng), 1/1.56"", 1.0µm, PDAF, OIS 5 MP (góc siêu rộng) Quay phim: 4K@30fps, 1080p@30fps, gyro-EIS | Camera trước: 16 MP, f/2.5 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 256-512GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 8000 mAh Sạc nhanh 66W Sạc ngược 5W (dây) | Thiết kế: khung nhựa bo cong Mặt lưng nhựa bo cong Màn hình cong nhẹ"
Điện thoại Honor X9c 5G Chính hãng (Camera 108MP - Pin 6600mAh),7.990.000 ₫,7990000,,0,https://mobilecity.vn/dien-thoai/honor-x9c-5g-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/01/honor-x9c-5g-mobilecity-den-titan.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, 4000 nits (peak) 6.78 inhes, 1.5K (1224 x 2700 Pixels) Mật độ điểm ảnh ~437 ppi | Hệ điều hành: Android 14, Magic OS 8 | Camera sau: 108 MP, f/1.8 (góc rộng), 1/1.67"", PDAF, OIS 5 MP, f/2.2 (góc siêu rộng) Quay phim: 4K@30fps, 1080p@30fps | Camera trước: 16 MP, f/2.5 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 256-512GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C 6600 mAh Sạc nhanh 66W | Thiết kế: Khung nhựa cong Mặt lưng nhựa cong; Màn hình cong Kháng nước, bụi IP65M (có thể rơi 2m không sao) Cảm biến vân tay dưới màn hình"
Điện thoại Honor GT2 5G (Snapdragon 8 Elite - Pin 9000mAh),8.950.000 ₫,8950000,,0,https://mobilecity.vn/dien-thoai/honor-gt2-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/07/honor-gt2-minh-hoa.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: LTPO AMOLED, 1 tỷ màu, 120Hz 6.7 inches, 1.5K (1200 x 2664 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~435 ppi (dự kiến) | Hệ điều hành: Android 16, MagicOS 10 | Camera sau: 50 MP (góc rộng), PDAF, OIS 12 MP ( góc siêu rộng) Quay phim: 4K, 1080p | Camera trước: 50 MP (góc rộng) Quay phim: 1080p | Bộ nhớ trong: 256GB-1TB, UFS 4.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 9000 mAh Sạc nhanh 100W | Thiết kế: "
Điện thoại Honor 400 5G (Snapdragon 7 Gen 4),9.050.000 ₫,9050000,,0,https://mobilecity.vn/dien-thoai/honor-400-5g-selfie-50mp.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/05/honor-400-xanh.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, HDR, 5000 nits (peak) 6.55 inches, 1.5K (1264 x 2736 pixels) Mật độ điểm ảnh ~460 ppi | Hệ điều hành: Android 15, MagicOS 9 | Camera sau: 200 MP, f/1.9, (góc rộng), 1/1.4"", PDAF, OIS 12 MP, f/2.2, 112˚ (góc siêu rộng), AF Quay phim: 4K, 1080p, gyro-EIS, OIS | Camera trước: 50 MP, f/2.0 (góc rộng), HDR Quay phim: 4K, 1080p, gyro-EIS | Bộ nhớ trong: 256-512GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C 7200 mAh Sạc nhanh 80W Sạc ngược 5W (dây) | Thiết kế: Khung viền nhôm phẳng Mặt lưng kính phẳng Kháng nước, bụi IP68 và IP69"
Điện thoại Honor X9d 5G Chính hãng (Pin 8300mAh),9.350.000 ₫,9350000,,0,https://mobilecity.vn/dien-thoai/honor-x9d-5g-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/09/honor-x9d-nau-do.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, 3840Hz PWM, HDR, 800 nits (typ), 1800 nits (HBM), 6000 nits (peak) 6.79 inches, 1.5K (1200 x 2640 pixels) Mật độ điểm ảnh ~427 ppi Kính cường lực Aluminosilicate | Hệ điều hành: Android 15, Magic OS 9 | Camera sau: 108 MP, f/1.8 (góc rộng), PDAF, OIS 5 MP, f/2.2 (góc siêu rộng) Quay phim: 4K@30fps, 1080p@30fps, gyro-EIS | Camera trước: 16 MP, f/2.5 (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 256-512GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 8300 mAh Sạc nhanh 66W Sạc ngược 7.5W (dây) | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa giả kính/giả da phẳng Kháng nước, bụi IP68/IP69K Chống rơi ở độ cao tới 2.5m Vân tay quang học dưới màn hình"
Điện thoại Honor 500 5G (Snapdragon 8s Gen 4 - Pin 8000mAh),10.050.000 ₫,10050000,10.950.000₫,10950000,https://mobilecity.vn/dien-thoai/honor-500-5g-pin-8000mah.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/11/honor-500-5g-hong.jpg,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, 3840Hz PWM, HDR Vivid, 6000 nits (peak) 6.55 inches, 1.5K (1264 x 2736 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~460 ppi | Hệ điều hành: Android 16, MagicOS 10 | Camera sau: 200 MP, f/1.9, (góc rộng), 1/1.4"", 0.56µm, PDAF, OIS 12 MP, f/2.2, 117˚ (góc siêu rộng), AF Quay phim: 4K, 1080p, gyro-EIS, OIS | Camera trước: 50 MP, f/2.0 (góc rộng), HDR Quay phim: 4K, 1080p, gyro-EIS | Bộ nhớ trong: 256-512GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 8000 mAh Sạc nhanh 80W Sạc ngược 5W (dây) | Thiết kế: Khung nhôm phẳng Cảm biến vân tay quang học dưới màn hình Kháng nước, bụi IP68/IP69K"
Điện thoại Honor Power 2 (Pin 10.080mAh),10.150.000 ₫,10150000,,0,https://mobilecity.vn/dien-thoai/honor-power-2-pin-khung.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/01/honor-power-2-pin-khung-00-3.jpg,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, HDR, 8000 nits (peak) 6.79 inches, 1.5K (1200 x 2640 pixels) | Hệ điều hành: Android 16, MagicOS 10 | Camera sau: 50 MP (góc rộng), PDAF, OIS 5 MP (góc siêu rộng) Quay phim: 4K, 1080p | Camera trước: 16 MP (góc rộng) Quay phim: 1080p | Bộ nhớ trong: 256-512GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 10.080 mAh Sạc nhanh 80W | Thiết kế: khung kim loại phẳng Mặt lưng kính phẳng Màn hình phẳng"
Điện thoại Honor 200 5G Chính hãng (Snapdragon 7 Gen 3),10.950.000 ₫,10950000,12.990.000₫,12990000,https://mobilecity.vn/dien-thoai/honor-200-5g-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/09/honor-200-5g-chinh-hang-den.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, HDR, 4000 nits (peak) 6.7 inches, 1.5K (1200 x 2664 pixels) Tỷ lệ 20:9, Mật độ điểm ảnh ~436 ppi Kính bảo vệ: Kính cường lực Honor | Hệ điều hành: Android 14, MagicOS 8 | Camera sau: 50 MP, f/2.0 (góc rộng), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.4 (tele), PDAF, OIS, zoom quang 2.5x 12 MP, f/2.2, 112˚ (góc siêu rộng), AF Quay phim: 4K@30fps, 1080p@30/60fps, gyro-EIS, OIS | Camera trước: 50 MP, f/2.1 (góc rộng), HDR Quay phim: 4K@30fps, 1080p@30fps, gyro-EIS | Bộ nhớ trong: 256-512GB | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Si/C 5200 mAh (Tiết kiệm pin) Sạc siêu nhanh 100W (SuperCharge), 57% pin trong 15 phút Tặng kèm bộ sạc 100W | Thiết kế: Khung nhựa phẳng, bóng bẩy Mặt lưng kính cong nhẹ Màn hình cong tràn 4 cạnh, 4 góc bằng kính cường lực Honor Mở khoá khuôn mặt; cảm biến vân tay dưới màn hình"
Điện thoại Honor 400 5G Chính hãng (Snapdragon 7 Gen 3 - Pin 6000mAh),10.950.000 ₫,10950000,13.990.000₫,13990000,https://mobilecity.vn/dien-thoai/honor-400-5g-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/06/honor-400-5g-chinh-hang-vang.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, 3840Hz PWM, HDR, 5000 nits (peak) 6.55 inches, 1.5K (1264 x 2736 pixels) Tỷ lệ 19.5:9, mật độ điểm ảnh ~460 ppi Kính cường lực AGC DT-Star2 Plus | Hệ điều hành: Android 15, MagicOS 9 Hỗ trợ cập nhật 6 bản Android chính | Camera sau: 200 MP, f/1.9 (góc rộng), 1/1.4"", PDAF, OIS 12 MP, f/2.2, 112˚ (góc siêu rộng), AF Quay phim: 4K, 1080p, gyro-EIS, OIS | Camera trước: 50 MP, f/2.0 (góc rộng), HDR Quay phim: 4K, 1080p, gyro-EIS | Bộ nhớ trong: 256-512GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C Li-Ion 6000 mAh Sạc nhanh 80W Sạc kèm theo máy 100 W | Thiết kế: Khung viền phẳng Mặt lưng kính phẳng Cảm biến vân tay dưới màn hình Tiêu chuẩn độ bền Quân đội - SGS Thụy Sĩ Kháng nước, bụi IP66"
Điện thoại Honor 300 Pro (Snapdragon 8 Gen 3 - Sạc 100W),11.950.000 ₫,11950000,,0,https://mobilecity.vn/dien-thoai/honor-300-pro-sac-100w.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2024/12/honor-300-pro-xanh.jpg.webp,Honor,2026-04-27 11:58:02,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, HDR, 1200 nits (HBM), 4000 nits (peak) 6.78 inches, 1.5K (1224 x 2700 pixels) Tỷ lệ 19.9:9, mật độ điểm ảnh ~437 ppi | Hệ điều hành: Android 15, MagicOS 9 | Camera sau: 50 MP, f/2.0 (góc rộng), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.4 (tele), PDAF, OIS, zoom quang 3x 12 MP, f/2.2, 112˚ (góc siêu rộng), AF Quay phim: 4K, 1080p, gyro-EIS, OIS | Camera trước: 50 MP, f/2.1 (góc rộng) 2 MP, f/2.4 (depth) Quay phim: 4K, 1080p, gyro-EIS | Bộ nhớ trong: 256-512GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: Si/C 5300 mAh Sạc nhanh 100W Sạc không dây 80W Sạc ngược 5W (dây) + không dây | Thiết kế: Khung nhựa bo cong Mặt lưng kính bo cong Màn hình cong Kháng nước, bụi IP65"
Điện thoại Nubia Red Magic 9 Pro 5G (Snapdragon 8 Gen 3),13.000.000 ₫,13000000,15.950.000₫,15950000,https://mobilecity.vn/dien-thoai/zte-nubia-red-magic-9-pro-5g.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2023/11/zte-nubia-red-magic-9-pro-trong.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: AMOLED, 1 tỷ màu, 120Hz, 1600 nits (tối đa) 6.8 inches, Full HD+ (1116 x 2480 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~400 ppi | Hệ điều hành: Android 14, Redmagic OS 9.0 | Camera sau: 50 MP (góc rộng), PDAF, OIS 50 MP (góc siêu rộng) 2 MP, f/2.4 (macro) Quay phim: 8K@30fps, 4K@30/60fps, 1080p@30/60/120/240fps | Camera trước: 16 MP, f/2.0, (góc rộng), ẩn dưới màn hình HDR Quay phim: 1080p@30/60fps | Bộ nhớ trong: 256-512GB, UFS 4.0 | Thẻ SIM: 2 SIM, Nano SIM | Dung lượng pin: Li-Po 6500 mAh Sạc nhanh 80W, PD3.0 | Thiết kế: Vuông vức, khung nhôm hàng không Phím hỗ trợ chơi game cảm ứng 520Hz Quạt làm mát tích hợp"
Điện thoại Nubia V70 Design Chính hãng,2.750.000 ₫,2750000,3.050.000₫,3050000,https://mobilecity.vn/dien-thoai/nubia-v70-design.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/12/nubia-v70-design-xanh-la.jpg,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: IPS LCD, 120Hz 6.7 inches, HD+ (720 x 1612 pixels) Tỷ lệ 20:9, mật độ điểm ảnh ~264 ppi | Hệ điều hành: Android 14 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF x MP (ống kính phụ) Quay phim: 1080p@30fps | Camera trước: 5 MP, f/2.4 (góc rộng) Quay phim: 720p@30fps | Bộ nhớ trong: 256GB, eMMC 5.1 | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 5000 mAh | Thiết kế: Khung nhựa, mặt lưng kính Cảm biến vân tay cạnh bên"
Điện thoại ZTE Nubia Neo 3 Chính hãng (Gaming Phone siêu rẻ),3.790.000 ₫,3790000,3.990.000₫,3990000,https://mobilecity.vn/dien-thoai/zte-nubia-neo-3-gaming-phone-sieu-re.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2025/06/nubia-neo-3-4g-chinh-hang-vang.jpg.webp,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: IPS LCD, 120Hz, 530 nits (thường), 1000 nits (peak) 6.8 inches, 900 x 2030 pixels Tỷ lệ 20:9; mật độ điểm ảnh ~326 ppi | Hệ điều hành: Android 15 | Camera sau: 50 MP, f/1.8 (góc rộng), PDAF 2 MP, f/2.4 (độ sâu) Quay phim: 1080p@30fps | Camera trước: 16MP (góc rộng) Quay phim: 1080p@30fps | Bộ nhớ trong: 128GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 6000 mAh Sạc nhanh 33W Hỗ trợ sạc nhánh | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng, họa tiết gaming phone Vân tay cạnh bên Kháng nước, bụi IP54 Có phím trigger cảm ứng"
Điện thoại ZTE Nubia A36 Chính hãng,1.590.000 ₫,1590000,,0,https://mobilecity.vn/dien-thoai/zte-nubia-a36-chinh-hang.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/02/zte-blade-a36-chinh-hang-0-1.jpg,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: LCD 6.75 inches HD+, 720 x 1600 pixel | Hệ điều hành: Android 14 | Camera sau: 13 MP | Camera trước: 5 MP | Bộ nhớ trong: 64GB | Thẻ SIM: 2 SIM nano | Dung lượng pin: 5000mAh Sạc 10W | Thiết kế: Thanh Khung, mặt lưng nhựa phẳng"
Điện thoại ZTE Nubia A56,1.680.000 ₫,1680000,,0,https://mobilecity.vn/dien-thoai/zte-nubia-a56-t7200.html,https://cdn.mobilecity.vn/mobilecity-vn/images/2026/01/zte-nubia-a56-00-1.jpg,Nubia Red Magic,2026-04-27 11:59:37,"Màn hình: IPS LCD, 120Hz 6.75 inches, HD+ (720 x 1600 pixel) Tỷ lệ 20:9, mật độ điểm ảnh ~264 ppi | Hệ điều hành: Android 14 | Camera sau: 13 MP (góc rộng) Quay phim: 1080p@30fps | Camera trước: 5 MP | Bộ nhớ trong: 64-128GB | Thẻ SIM: 2 SIM Nano | Dung lượng pin: 5.000mAh | Thiết kế: Khung nhựa phẳng Mặt lưng nhựa phẳng"
